Title,Author,Year,Journal,Country,Domain,Abstract
Performance of Geosynthetic Clay Liners in Landfill Systems - Case Study 913,David Kim,2023,Journal of Hazardous Materials,USA,Guidelines,"This study explores the guidelines aspects of engineered landfills, focusing on performance of geosynthetic clay liners in landfill systems - case study 913 in USA."
Smart Sensor Integration for Leachate Monitoring - Case Study 914,Lu Wei,2023,Civil Engineering Journal,Germany,Analysis,"This study explores the analysis aspects of engineered landfills, focusing on smart sensor integration for leachate monitoring - case study 914 in Germany."
Monitoring Systems for Engineered Landfill Sites - Case Study 915,Jane Smith,2021,Geotextiles and Geomembranes,Germany,Material,"This study explores the material aspects of engineered landfills, focusing on monitoring systems for engineered landfill sites - case study 915 in Germany."
Leachate Control Strategies in Municipal Solid Waste Landfills - Case Study 916,Alex Tan,2019,Environmental Geotechnics,Canada,Guidelines,"This study explores the guidelines aspects of engineered landfills, focusing on leachate control strategies in municipal solid waste landfills - case study 916 in Canada."
Design Optimization of Engineered Landfill Liners - Case Study 917,Alex Tan,2016,Geotextiles and Geomembranes,Brazil,Monitoring,"This study explores the monitoring aspects of engineered landfills, focusing on design optimization of engineered landfill liners - case study 917 in Brazil."
Use of Recycled Materials in Landfill Cover Systems - Case Study 918,Rohit Maurya,2017,Environmental Geotechnics,China,Guidelines,"This study explores the guidelines aspects of engineered landfills, focusing on use of recycled materials in landfill cover systems - case study 918 in China."
Seismic Impact on Landfill Stability - Case Study 919,Amit Patel,2024,Waste Management,Australia,Design,"This study explores the design aspects of engineered landfills, focusing on seismic impact on landfill stability - case study 919 in Australia."
Impact of Climate Change on Landfill Leachate Behavior - Case Study 920,John Doe,2022,Environmental Geotechnics,Australia,Design,"This study explores the design aspects of engineered landfills, focusing on impact of climate change on landfill leachate behavior - case study 920 in Australia."
Performance of Geosynthetic Clay Liners in Landfill Systems - Case Study 921,Fatima Noor,2016,Environmental Geotechnics,Canada,Analysis,"This study explores the analysis aspects of engineered landfills, focusing on performance of geosynthetic clay liners in landfill systems - case study 921 in Canada."
Geotechnical Analysis of Landfill Slope Stability - Case Study 922,Maria Garcia,2018,Civil Engineering Journal,Japan,Prevention,"This study explores the prevention aspects of engineered landfills, focusing on geotechnical analysis of landfill slope stability - case study 922 in Japan."
Impact of Climate Change on Landfill Leachate Behavior - Case Study 923,John Doe,2015,Geotextiles and Geomembranes,France,Security,"This study explores the security aspects of engineered landfills, focusing on impact of climate change on landfill leachate behavior - case study 923 in France."
AI-Based Prediction Models for Leachate Generation - Case Study 924,Amit Patel,2021,Waste Management,Brazil,Effect,"This study explores the effect aspects of engineered landfills, focusing on ai-based prediction models for leachate generation - case study 924 in Brazil."
Seismic Impact on Landfill Stability - Case Study 925,Lu Wei,2017,Waste Management,China,Design,"This study explores the design aspects of engineered landfills, focusing on seismic impact on landfill stability - case study 925 in China."
Leachate Control Strategies in Municipal Solid Waste Landfills - Case Study 926,Rohit Maurya,2019,Geotextiles and Geomembranes,France,Effect,"This study explores the effect aspects of engineered landfills, focusing on leachate control strategies in municipal solid waste landfills - case study 926 in France."
Impact of Climate Change on Landfill Leachate Behavior - Case Study 927,Amit Patel,2017,Geotextiles and Geomembranes,India,Analysis,"This study explores the analysis aspects of engineered landfills, focusing on impact of climate change on landfill leachate behavior - case study 927 in India."
Seismic Impact on Landfill Stability - Case Study 928,John Doe,2022,Waste Management,USA,Effect,"This study explores the effect aspects of engineered landfills, focusing on seismic impact on landfill stability - case study 928 in USA."
Performance of Geosynthetic Clay Liners in Landfill Systems - Case Study 929,David Kim,2023,Environmental Geotechnics,France,Guidelines,"This study explores the guidelines aspects of engineered landfills, focusing on performance of geosynthetic clay liners in landfill systems - case study 929 in France."
Geotechnical Analysis of Landfill Slope Stability - Case Study 930,Amit Patel,2023,Civil Engineering Journal,Japan,Design,"This study explores the design aspects of engineered landfills, focusing on geotechnical analysis of landfill slope stability - case study 930 in Japan."
Use of Recycled Materials in Landfill Cover Systems - Case Study 931,David Kim,2023,Geotextiles and Geomembranes,India,Analysis,"This study explores the analysis aspects of engineered landfills, focusing on use of recycled materials in landfill cover systems - case study 931 in India."
Performance of Geosynthetic Clay Liners in Landfill Systems - Case Study 932,David Kim,2016,Environmental Geotechnics,UK,Monitoring,"This study explores the monitoring aspects of engineered landfills, focusing on performance of geosynthetic clay liners in landfill systems - case study 932 in UK."
Monitoring Systems for Engineered Landfill Sites - Case Study 933,Chen Li,2021,Waste Management,Canada,Analysis,"This study explores the analysis aspects of engineered landfills, focusing on monitoring systems for engineered landfill sites - case study 933 in Canada."
Performance of Geosynthetic Clay Liners in Landfill Systems - Case Study 934,Alex Tan,2016,Civil Engineering Journal,Canada,Enhancement,"This study explores the enhancement aspects of engineered landfills, focusing on performance of geosynthetic clay liners in landfill systems - case study 934 in Canada."
Smart Sensor Integration for Leachate Monitoring - Case Study 935,Amit Patel,2016,Civil Engineering Journal,China,Effect,"This study explores the effect aspects of engineered landfills, focusing on smart sensor integration for leachate monitoring - case study 935 in China."
AI-Based Prediction Models for Leachate Generation - Case Study 936,John Doe,2020,Waste Management,Canada,Design,"This study explores the design aspects of engineered landfills, focusing on ai-based prediction models for leachate generation - case study 936 in Canada."
Impact of Climate Change on Landfill Leachate Behavior - Case Study 937,Fatima Noor,2015,Civil Engineering Journal,Canada,Enhancement,"This study explores the enhancement aspects of engineered landfills, focusing on impact of climate change on landfill leachate behavior - case study 937 in Canada."
AI-Based Prediction Models for Leachate Generation - Case Study 938,Rohit Maurya,2023,Waste Management,France,Monitoring,"This study explores the monitoring aspects of engineered landfills, focusing on ai-based prediction models for leachate generation - case study 938 in France."
Geotechnical Analysis of Landfill Slope Stability - Case Study 939,Alex Tan,2019,Geotextiles and Geomembranes,India,Effect,"This study explores the effect aspects of engineered landfills, focusing on geotechnical analysis of landfill slope stability - case study 939 in India."
Smart Sensor Integration for Leachate Monitoring - Case Study 940,Amit Patel,2021,Journal of Hazardous Materials,India,Enhancement,"This study explores the enhancement aspects of engineered landfills, focusing on smart sensor integration for leachate monitoring - case study 940 in India."
